Registration No.,Name,Age,Gender,Education,Interest,Emotional Stability (%),Conscientiousness (%),Openness (%),Thinking Score,Extroversion (%),Agreeableness (%),Neuroticism (%),Dominance (%),Risk Taking (%)
8778,Tanvi,47,Female,School,Traveling,86,88,79,89,51,3,90,21,52
8787,Kabir,59,Male,Graduation,Painting,71,14,35,47,30,7,83,65,40
8798,Rohan,64,Male,Post Graduation,Sports,98,44,31,44,41,14,3,6,8
8799,Priya,65,Female,Graduation,Sports,21,70,22,98,76,76,34,19,34
8800,Aarav,45,Male,Graduation,Reading,51,45,18,86,2,41,12,26,78
8801,Arjun,2,Male,Graduation,Writing,99,96,59,62,23,73,17,73,6
8802,Aryan,34,Male,Post Graduation,Painting,31,87,98,41,81,44,0,23,22
8807,Ishita,42,Female,Graduation,Reading,49,60,15,84,48,16,42,15,84
8814,Vihaan,64,Female,Post Graduation,Cooking,100,72,5,98,25,77,83,59,58
8818,Vihaan,31,Female,Post Graduation,Traveling,60,19,17,36,100,73,14,68,44
8825,Krishna,68,Female,Post Graduation,Gaming,69,26,86,85,71,95,24,54,87
8828,Vihaan,10,Female,Graduation,Reading,85,70,38,65,60,73,68,91,65
8832,Vivaan,81,Male,Graduation,Photography,8,16,19,38,24,36,4,8,96
8844,Priya,46,Female,Graduation,Photography,9,50,11,15,62,82,20,68,66
8853,Tanvi,98,Male,School,Writing,11,22,77,43,40,37,45,32,77
8855,Sanya,6,Female,School,Traveling,63,69,12,9,44,75,99,13,12
8858,Ishita,40,Male,School,Dancing,10,59,53,65,30,51,84,62,85
8859,Zara,65,Male,Graduation,Music,13,61,17,63,72,19,36,0,24
8860,Rohan,9,Male,Post Graduation,Photography,83,3,53,98,50,95,26,38,26
8863,Rohan,53,Male,Graduation,Photography,92,78,0,2,20,17,30,26,26
8867,Myra,17,Male,Post Graduation,Sports,63,40,41,25,44,54,2,78,4
8872,Sai,61,Male,School,Painting,18,83,41,11,16,38,14,0,83
8876,Krishna,69,Male,Post Graduation,Dancing,19,82,77,5,90,71,9,93,83
8879,Kabir,93,Female,School,Photography,87,79,24,13,49,78,38,38,33
8882,Aarav,66,Male,School,Photography,65,9,0,15,52,93,44,14,4
8885,Riya,9,Female,Post Graduation,Photography,18,45,74,2,33,39,96,73,34
8886,Rohan,73,Male,School,Dancing,27,65,34,70,4,75,93,17,95
8894,Rohan,63,Female,School,Cooking,3,67,93,14,9,75,20,66,67
8901,Vivaan,44,Male,Post Graduation,Dancing,22,96,9,44,3,88,75,39,1
8911,Ishita,30,Male,Graduation,Traveling,40,59,8,7,67,71,49,37,100
8913,Ishita,70,Female,Post Graduation,Sports,47,4,52,66,40,8,33,65,73
8914,Zara,6,Female,School,Dancing,33,1,30,91,88,9,60,35,85
8915,Myra,90,Female,Post Graduation,Reading,26,83,94,45,79,19,44,81,93
8923,Zara,9,Male,Post Graduation,Sports,59,5,62,69,28,44,16,84,81
8924,Sanya,46,Male,School,Writing,76,77,78,15,41,13,23,27,19
8927,Aditya,71,Male,School,Writing,50,75,7,66,17,63,61,49,58
8929,Riya,9,Male,Post Graduation,Cooking,14,19,69,50,48,77,50,31,4
8936,Kabir,43,Female,School,Sports,7,60,71,13,31,64,69,37,5
8942,Vihaan,6,Female,Post Graduation,Cooking,64,75,96,88,95,33,47,69,95
8946,Myra,39,Female,Post Graduation,Writing,72,54,61,29,67,45,56,38,12
8955,Zara,39,Male,Graduation,Gaming,14,52,60,67,68,39,11,58,55
8957,Rohan,43,Male,Post Graduation,Dancing,34,84,71,59,5,52,22,68,45
8958,Aanya,51,Female,Graduation,Photography,90,43,17,79,34,99,6,99,66
8961,Vihaan,1,Female,School,Gaming,42,53,27,62,5,9,74,90,41
8962,Aarav,24,Female,School,Music,14,40,39,16,70,59,53,67,47
8965,Aryan,20,Male,Post Graduation,Reading,54,8,17,36,8,43,48,56,29
8977,Vihaan,20,Female,School,Gaming,5,15,70,53,18,67,69,6,33
8978,Aarav,6,Male,School,Cooking,90,68,96,42,9,2,24,82,36
8986,Diya,34,Male,Post Graduation,Reading,99,12,4,69,79,46,68,47,86
8987,Diya,63,Female,School,Sports,15,56,6,28,13,3,26,3,34
8988,Arjun,29,Male,School,Painting,86,90,39,80,99,29,92,22,27
8993,Krishna,24,Female,School,Music,22,30,49,30,50,36,49,34,97
8994,Vivaan,62,Female,School,Photography,11,92,88,94,90,20,36,85,88
9017,Tanvi,81,Male,Post Graduation,Sports,91,98,15,79,53,33,21,72,61
9018,Tanvi,29,Female,Post Graduation,Music,71,83,55,21,89,13,67,67,7
9021,Aanya,87,Male,School,Reading,70,54,1,19,54,64,72,1,39
9026,Aditya,24,Female,School,Dancing,16,34,13,25,53,70,89,95,91
9033,Sai,98,Female,School,Gaming,72,25,93,21,79,74,71,56,81
9038,Riya,49,Female,Post Graduation,Painting,53,43,94,87,12,44,41,57,47
9043,Sai,64,Female,School,Painting,65,80,28,81,6,34,29,5,42
9045,Vivaan,89,Male,Graduation,Writing,54,66,58,40,51,50,68,99,4
9051,Aditya,92,Female,Post Graduation,Music,27,99,36,96,14,45,67,8,79
9056,Aditya,93,Male,Post Graduation,Gaming,49,75,29,97,100,67,10,39,38
9063,Sanya,49,Female,School,Gaming,74,5,93,82,36,99,69,27,75
9064,Aanya,43,Female,Post Graduation,Reading,13,96,96,33,5,66,9,49,33
9065,Vivaan,34,Female,Post Graduation,Reading,12,98,16,95,11,31,41,69,85
9066,Vivaan,3,Female,Post Graduation,Writing,25,13,69,29,54,9,47,89,63
9068,Zara,32,Male,School,Cooking,73,9,30,59,24,11,27,46,11
9076,Priya,33,Male,Post Graduation,Gaming,79,1,2,3,84,72,14,3,37
9077,Diya,15,Female,Graduation,Writing,89,81,47,78,91,4,90,12,63
9091,Tanvi,8,Female,Graduation,Traveling,21,1,66,35,96,84,70,53,34
9095,Aryan,13,Female,Graduation,Music,94,95,14,38,30,20,64,61,90
9106,Diya,32,Male,Graduation,Dancing,73,39,15,13,24,55,22,38,26
9107,Arjun,54,Male,Post Graduation,Writing,69,92,97,53,19,5,55,13,8
9110,Ananya,90,Male,Graduation,Traveling,66,89,17,56,0,46,42,43,66
9115,Zara,80,Female,School,Writing,47,17,67,7,39,51,83,7,16
9116,Aarav,12,Female,School,Cooking,7,34,6,85,4,30,46,75,15
9119,Aryan,13,Male,School,Writing,98,34,55,36,5,86,91,76,90
9124,Vihaan,53,Male,Graduation,Photography,83,53,60,43,60,70,51,22,87
9125,Riya,85,Male,Graduation,Traveling,93,19,77,100,39,16,90,89,67
9126,Myra,19,Male,Post Graduation,Cooking,91,79,76,44,74,86,38,51,73
9129,Aditya,26,Female,Post Graduation,Traveling,9,5,88,40,20,21,77,69,89
9132,Sanya,63,Male,Post Graduation,Painting,72,61,17,35,21,51,3,84,56
9136,Ananya,50,Male,School,Sports,72,59,72,28,26,41,38,66,86
9139,Arjun,1,Female,Post Graduation,Dancing,85,100,77,83,75,48,14,40,94
9140,Zara,32,Female,Post Graduation,Traveling,38,100,74,6,11,16,59,13,44
9151,Arjun,49,Male,Graduation,Cooking,34,49,6,32,59,9,54,14,72
9153,Rohan,11,Female,School,Photography,63,96,18,73,93,65,17,46,36
9155,Sanya,25,Female,Post Graduation,Sports,70,45,56,37,87,93,92,22,60
9157,Myra,55,Male,School,Sports,85,69,94,52,0,59,63,37,12
9158,Aditya,90,Female,Post Graduation,Dancing,44,6,59,10,46,12,2,8,89
9162,Rohan,53,Male,Post Graduation,Reading,68,53,100,6,6,1,76,63,76
9163,Myra,37,Male,School,Writing,70,18,11,6,24,96,74,51,65
9173,Kabir,93,Female,School,Photography,20,39,26,22,99,46,6,19,31
9174,Myra,77,Male,School,Traveling,5,89,74,95,11,94,96,97,97
9175,Ananya,45,Male,Graduation,Writing,79,74,23,89,28,76,99,60,9
9185,Aarav,84,Male,School,Writing,53,79,15,10,97,82,99,63,38
9188,Arjun,88,Female,Graduation,Gaming,87,19,11,56,4,23,54,89,16
9190,Kabir,10,Male,School,Sports,96,33,29,41,32,22,77,100,47
9196,Aarav,26,Female,School,Writing,58,88,92,83,13,49,95,75,94
9206,Krishna,8,Female,Graduation,Sports,85,29,94,21,40,15,100,34,12
9210,Aanya,99,Female,Graduation,Sports,90,82,52,53,48,15,61,88,63
9219,Zara,29,Male,Post Graduation,Dancing,76,30,20,85,51,34,37,78,37
9227,Aditya,88,Male,School,Dancing,93,63,23,2,21,33,45,5,5
9238,Riya,92,Female,School,Music,68,87,4,90,73,66,39,47,16
9245,Ishita,83,Female,Graduation,Music,70,27,83,100,36,72,25,75,34
9256,Zara,75,Female,Graduation,Cooking,3,44,98,42,86,71,30,3,55
9257,Myra,31,Female,Post Graduation,Painting,3,49,1,79,19,24,46,61,65
9262,Aryan,9,Male,School,Photography,53,33,43,17,63,62,47,94,20
9264,Ananya,75,Female,Post Graduation,Traveling,24,16,64,30,43,50,96,7,99
9267,Aarav,11,Female,School,Reading,85,64,53,23,93,61,16,0,12
9269,Arjun,99,Female,School,Sports,42,61,79,22,95,77,81,79,37
9270,Zara,66,Male,Post Graduation,Gaming,91,5,37,65,61,71,47,93,16
9280,Riya,12,Male,School,Writing,47,11,35,53,100,87,75,56,11
9281,Diya,58,Male,Post Graduation,Cooking,71,9,40,96,59,46,62,41,86
9283,Ishita,77,Female,Post Graduation,Traveling,18,48,84,74,75,25,91,12,49
9297,Krishna,3,Female,Post Graduation,Photography,61,93,20,45,12,12,93,95,19
9298,Sanya,13,Female,Graduation,Reading,26,33,6,89,62,15,37,59,19
9301,Vivaan,47,Female,Post Graduation,Gaming,33,66,10,28,9,72,56,6,74
9304,Aarav,43,Female,School,Writing,57,25,77,58,5,46,7,84,3
9305,Ananya,16,Male,School,Painting,61,72,31,80,56,59,63,50,25
9312,Sanya,86,Male,School,Music,91,15,97,48,9,95,79,64,60
9323,Zara,19,Male,School,Photography,94,20,86,36,71,78,28,45,13
9333,Ishita,15,Male,Post Graduation,Photography,15,2,45,98,45,57,17,73,18
9335,Riya,28,Male,Post Graduation,Reading,17,27,18,54,26,9,68,20,58
9336,Sanya,65,Female,School,Painting,37,16,5,86,37,51,26,10,70
9346,Vivaan,41,Female,School,Cooking,20,97,58,91,0,81,89,21,34
9354,Zara,83,Male,Post Graduation,Gaming,11,64,60,19,15,94,4,69,68
9357,Sanya,8,Male,Graduation,Music,81,50,80,35,73,68,17,30,13
9358,Rohan,30,Female,School,Cooking,47,94,69,25,27,64,61,91,47
9372,Aanya,36,Male,School,Writing,34,87,99,17,44,12,86,69,24
9379,Sanya,40,Male,Graduation,Writing,62,95,84,89,69,21,47,2,99
9389,Priya,85,Female,Graduation,Painting,16,54,18,80,76,52,59,43,59
9391,Aryan,73,Male,Post Graduation,Painting,69,57,49,49,60,6,53,68,59
9392,Aditya,49,Male,Graduation,Writing,60,30,98,54,85,57,80,2,78
9395,Diya,18,Male,Graduation,Painting,79,30,34,49,58,93,82,48,98
9397,Arjun,6,Male,School,Photography,78,99,70,36,38,13,3,77,98
9400,Krishna,21,Female,Graduation,Photography,69,31,15,8,46,41,44,56,63
9406,Arjun,4,Female,Post Graduation,Gaming,84,35,8,51,23,67,20,51,39
9407,Aarav,95,Male,Graduation,Gaming,40,17,3,70,83,55,40,0,57
9410,Diya,88,Female,Graduation,Dancing,97,25,59,73,68,60,46,29,24
9414,Ananya,74,Male,Graduation,Writing,86,62,80,50,45,57,85,17,65
9417,Krishna,55,Female,School,Reading,29,26,88,26,70,20,20,31,49
9437,Ananya,67,Female,Graduation,Sports,50,89,100,23,23,6,37,12,99
9457,Arjun,89,Female,Post Graduation,Cooking,70,21,13,62,45,11,16,65,54
9461,Kabir,71,Male,School,Writing,87,36,100,29,94,39,76,25,22
9473,Aryan,19,Female,Post Graduation,Dancing,74,66,48,7,30,72,49,72,1
9476,Arjun,97,Male,Graduation,Traveling,99,79,33,59,73,11,15,31,5
9483,Priya,92,Female,School,Traveling,89,93,67,67,90,15,59,16,69
9486,Aditya,50,Female,School,Cooking,61,4,34,89,34,37,54,61,8
9488,Sanya,31,Female,Post Graduation,Dancing,79,34,97,41,70,36,85,50,5
9489,Rohan,45,Female,Post Graduation,Photography,1,14,19,11,90,23,73,24,13
9490,Aryan,82,Female,Graduation,Music,84,34,3,89,28,21,8,17,18
9494,Aryan,1,Female,School,Reading,58,70,85,10,55,95,25,83,25
9495,Diya,99,Male,Graduation,Painting,57,9,81,14,66,68,65,1,91
9507,Ananya,37,Female,School,Reading,8,51,82,77,76,2,45,78,12
9508,Ananya,8,Male,Graduation,Dancing,0,60,19,10,40,40,69,87,50
9511,Krishna,41,Male,School,Photography,77,11,12,12,83,31,95,42,6
9513,Aarav,43,Female,Graduation,Music,48,45,43,75,42,72,10,76,20
9514,Rohan,65,Male,Graduation,Music,77,75,86,37,76,6,75,56,44
9517,Aryan,41,Male,Graduation,Music,83,7,36,62,57,9,35,93,22
9519,Sanya,33,Female,Graduation,Writing,90,84,88,25,29,25,83,22,29
9527,Aryan,17,Male,Graduation,Cooking,32,25,48,13,20,27,63,1,56
9528,Arjun,76,Male,Graduation,Dancing,76,89,52,27,69,33,74,63,100
9529,Vivaan,96,Female,School,Dancing,28,48,41,22,41,81,80,17,77
9531,Priya,67,Female,School,Dancing,16,63,97,23,29,47,35,5,99
9534,Aryan,92,Male,Graduation,Photography,13,90,79,89,12,6,21,79,54
9548,Priya,60,Female,School,Photography,1,58,86,19,0,5,20,65,69
9565,Aryan,54,Female,Post Graduation,Photography,32,42,77,22,74,76,82,56,17
9579,Sai,73,Female,Post Graduation,Sports,86,69,76,31,99,21,15,62,13
9588,Vivaan,52,Male,Post Graduation,Dancing,13,34,18,64,9,52,54,59,90
9590,Krishna,84,Male,Graduation,Photography,16,47,97,54,52,83,50,68,75
9600,Myra,66,Male,School,Traveling,61,89,50,27,13,61,100,12,100
9611,Riya,47,Male,School,Traveling,8,40,93,38,67,23,89,12,47
9619,Arjun,46,Male,Graduation,Photography,93,84,36,97,98,52,92,82,32
9627,Ananya,25,Male,Graduation,Cooking,12,88,80,54,93,2,89,30,97
9629,Riya,44,Male,School,Cooking,43,99,43,77,17,72,74,63,2
9648,Ishita,57,Male,Graduation,Gaming,58,33,38,56,27,36,30,75,37
9654,Ishita,13,Female,Post Graduation,Sports,11,47,9,99,30,84,20,52,59
9660,Vivaan,66,Male,Graduation,Writing,24,15,22,92,64,90,74,35,26
9665,Aryan,81,Male,Post Graduation,Photography,88,41,35,36,1,77,53,97,82
9668,Krishna,9,Male,School,Reading,79,90,59,36,58,56,82,96,68
9676,Arjun,58,Female,School,Sports,16,97,79,85,20,15,2,95,56
9679,Myra,79,Female,Graduation,Writing,49,83,98,21,82,59,44,26,54
9695,Aarav,90,Female,Post Graduation,Sports,90,3,21,98,34,23,55,60,6
9696,Zara,36,Male,Post Graduation,Photography,93,83,53,54,87,98,56,48,91
9700,Priya,53,Male,School,Cooking,6,93,7,68,76,22,5,23,4
9702,Riya,35,Male,Graduation,Dancing,9,49,69,19,63,89,95,93,97
9705,Priya,87,Male,School,Dancing,74,24,27,29,77,98,46,63,3
9709,Aanya,37,Female,Post Graduation,Writing,69,22,53,8,97,17,95,3,82
9731,Vihaan,89,Male,Graduation,Painting,43,34,54,25,29,49,93,58,53
9732,Ishita,26,Male,Post Graduation,Reading,45,70,71,38,60,13,23,18,53
9737,Rohan,94,Female,School,Painting,20,4,60,80,23,30,36,64,94
9758,Myra,20,Female,Post Graduation,Music,43,84,23,80,82,12,89,38,60
9762,Aryan,75,Female,Graduation,Painting,66,37,51,75,11,75,82,27,50
9772,Priya,94,Female,Graduation,Reading,67,30,3,68,62,21,49,63,12
9777,Aanya,19,Female,School,Music,75,87,91,95,81,8,26,89,73
9778,Aarav,72,Female,Post Graduation,Writing,31,73,51,29,94,38,9,15,88
9788,Ananya,18,Female,School,Dancing,90,4,98,7,89,33,51,91,33
9801,Sai,80,Female,School,Reading,29,20,88,48,60,1,45,88,25
9802,Aryan,91,Male,Graduation,Sports,94,8,59,27,67,38,70,85,98
9808,Riya,19,Female,School,Painting,38,16,92,60,64,59,60,5,21
9809,Sai,76,Female,Graduation,Photography,16,55,11,53,96,81,76,93,25
9815,Rohan,46,Female,Post Graduation,Sports,17,13,30,40,32,9,52,73,71
9822,Sanya,77,Male,School,Dancing,33,13,63,27,13,54,48,23,39
9826,Krishna,32,Female,School,Cooking,91,54,45,43,69,36,75,23,15
9836,Arjun,4,Female,Post Graduation,Cooking,42,83,39,84,47,60,7,73,6
9841,Kabir,62,Female,School,Gaming,5,63,3,33,76,73,96,57,30
9845,Aryan,16,Female,School,Photography,23,91,77,57,1,13,83,9,15
9850,Vivaan,2,Female,School,Sports,19,74,62,26,25,9,49,76,83
9852,Krishna,89,Female,Graduation,Writing,84,8,69,51,97,21,84,47,10
9857,Aryan,48,Female,Post Graduation,Traveling,80,1,65,94,56,61,72,19,84
9864,Rohan,31,Male,School,Gaming,0,5,8,37,9,64,71,39,25
9881,Sanya,85,Male,School,Photography,26,30,8,73,30,52,69,8,19
9883,Aanya,88,Male,School,Painting,35,80,21,75,36,25,87,84,93
9891,Diya,73,Male,Post Graduation,Cooking,76,21,31,22,43,94,92,23,64
9895,Vihaan,28,Male,School,Gaming,60,71,49,93,93,88,40,17,9
9897,Vivaan,21,Female,Graduation,Reading,18,63,80,50,53,4,17,64,34
9904,Aryan,16,Female,School,Gaming,78,39,42,49,14,33,14,73,90
9906,Tanvi,2,Male,Post Graduation,Reading,24,91,15,80,76,72,4,26,19
9909,Sanya,60,Female,School,Writing,36,18,23,66,92,84,89,97,81
9922,Aarav,75,Female,Post Graduation,Photography,66,97,3,52,36,51,99,19,26
9924,Vihaan,16,Female,School,Painting,48,76,56,67,79,35,100,19,44
9927,Aryan,25,Female,School,Traveling,64,93,10,23,82,77,40,92,9
9931,Vihaan,11,Female,Post Graduation,Gaming,55,99,79,4,72,79,16,65,11
9934,Sai,4,Male,Post Graduation,Traveling,8,22,47,12,60,28,17,23,74
9937,Priya,71,Male,School,Sports,37,34,59,62,2,43,8,71,53
9940,Arjun,80,Male,Post Graduation,Music,40,64,7,22,55,20,6,80,58
9945,Rohan,64,Female,Post Graduation,Sports,4,64,15,47,38,10,18,2,68
9948,Rohan,6,Male,Graduation,Sports,85,16,80,17,27,43,68,30,62
9951,Sanya,11,Female,Post Graduation,Traveling,3,42,30,98,48,90,40,7,54
9953,Ananya,76,Female,Graduation,Sports,18,99,79,84,17,52,38,94,47
9958,Kabir,78,Female,Post Graduation,Reading,89,54,49,16,78,0,48,94,79
9971,Arjun,21,Female,Post Graduation,Music,42,46,66,71,11,79,55,96,41
9976,Krishna,68,Male,School,Writing,87,3,94,46,49,71,92,12,97
9991,Priya,48,Male,School,Gaming,78,18,59,5,64,33,50,60,77
9992,Zara,80,Female,School,Writing,42,59,63,52,89,48,83,31,16
9998,Krishna,11,Male,School,Photography,27,54,11,81,70,64,44,23,81
